"iso","rcp","ssp","model","period","year_center","TT","flextotal","rawtotal","f2mort","f2total"
"MTQ","rcp45","SSP2","high","2060_2079",2079,2.18692455075282,-23.7144053423383,-15.0862074917802,NA,NA
"MTQ","rcp45","SSP2","high","2080_2094",2094,2.29908506581955,-21.2081536561599,-18.6715430785077,NA,NA
"MTQ","rcp45","SSP2","high","2095_2100",2100,2.32376842714839,-19.7874000859906,-18.2205269638197,NA,NA
"MUS","rcp45","SSP2","high","2020_2039",2039,1.60487362359058,-25.1714366580563,-3.01947125219197,NA,NA
"MUS","rcp45","SSP2","high","2040_2059",2059,1.97392221482732,-25.3223957024621,-5.28757160200773,NA,NA
"MUS","rcp45","SSP2","high","2060_2079",2079,2.18692455075282,-23.8000005991337,-10.1538483870772,NA,NA
"MUS","rcp45","SSP2","high","2080_2094",2094,2.29908506581955,-21.8135100772752,-12.8360942995512,NA,NA
"MUS","rcp45","SSP2","high","2095_2100",2100,2.32376842714839,-20.472643229414,-13.7437958037993,NA,NA
"MWI","rcp45","SSP2","high","2020_2039",2039,1.60487362359058,-13.6300941513354,-4.56212833398606,NA,NA
"MWI","rcp45","SSP2","high","2040_2059",2059,1.97392221482732,-10.1795274924341,-6.67853786447063,NA,NA
"MWI","rcp45","SSP2","high","2060_2079",2079,2.18692455075282,-6.90258191468584,-8.14892363315142,NA,NA
"MWI","rcp45","SSP2","high","2080_2094",2094,2.29908506581955,-4.9753124810238,-7.26037393540525,NA,NA
"MWI","rcp45","SSP2","high","2095_2100",2100,2.32376842714839,-4.19997116181169,-4.83480579018932,NA,NA
"MYS","rcp45","SSP2","high","2020_2039",2039,1.60487362359058,-29.7205672857761,-4.65197394961838,NA,NA
"MYS","rcp45","SSP2","high","2040_2059",2059,1.97392221482732,-28.6214012709174,-11.031461377595,NA,NA
"MYS","rcp45","SSP2","high","2060_2079",2079,2.18692455075282,-26.2949365627566,-19.4606219708234,NA,NA
"MYS","rcp45","SSP2","high","2080_2094",2094,2.29908506581955,-24.1457487792657,-26.0655696787665,NA,NA
"MYS","rcp45","SSP2","high","2095_2100",2100,2.32376842714839,-22.8405471135405,-28.3755010379555,NA,NA
"MYT","rcp45","SSP2","high","2020_2039",2039,1.60487362359058,-17.9514510307634,-1.91335992791472,NA,NA
"MYT","rcp45","SSP2","high","2040_2059",2059,1.97392221482732,-17.5086775336883,-4.8847408673303,NA,NA
"MYT","rcp45","SSP2","high","2060_2079",2079,2.18692455075282,-15.8415100404235,-10.0762991869223,NA,NA
"MYT","rcp45","SSP2","high","2080_2094",2094,2.29908506581955,-14.2785132285055,-15.3551349326321,NA,NA
"MYT","rcp45","SSP2","high","2095_2100",2100,2.32376842714839,-13.3450358941313,-17.3216731742633,NA,NA
"NAM","rcp45","SSP2","high","2020_2039",2039,1.60487362359058,-10.1381874954562,-4.90385270941316,NA,NA
"NAM","rcp45","SSP2","high","2040_2059",2059,1.97392221482732,-9.33825658798446,-6.48513897277632,NA,NA
"NAM","rcp45","SSP2","high","2060_2079",2079,2.18692455075282,-8.25115039978787,-7.31541447517342,NA,NA
"NAM","rcp45","SSP2","high","2080_2094",2094,2.29908506581955,-7.36799743944903,-6.51348681443743,NA,NA
"NAM","rcp45","SSP2","high","2095_2100",2100,2.32376842714839,-6.87045975879913,-6.33362974842079,NA,NA
"NCL","rcp45","SSP2","high","2020_2039",2039,1.60487362359058,-16.8091796748193,-1.88958777291955,NA,NA
"NCL","rcp45","SSP2","high","2040_2059",2059,1.97392221482732,-18.018613485323,-3.81837083226775,NA,NA
"NCL","rcp45","SSP2","high","2060_2079",2079,2.18692455075282,-17.9837210700858,-6.29429914158145,NA,NA
"NCL","rcp45","SSP2","high","2080_2094",2094,2.29908506581955,-17.3823173667518,-8.75712459281607,NA,NA
"NCL","rcp45","SSP2","high","2095_2100",2100,2.32376842714839,-16.7503065928636,-9.07764878358907,NA,NA
"NER","rcp45","SSP2","high","2020_2039",2039,1.60487362359058,78.1460836746907,33.5379153108213,NA,NA
"NER","rcp45","SSP2","high","2040_2059",2059,1.97392221482732,70.6187532981697,41.726763058778,NA,NA
"NER","rcp45","SSP2","high","2060_2079",2079,2.18692455075282,51.5243773624924,37.6262056468067,NA,NA
"NER","rcp45","SSP2","high","2080_2094",2094,2.29908506581955,38.0851872934411,25.3449514203983,NA,NA
"NER","rcp45","SSP2","high","2095_2100",2100,2.32376842714839,32.0698168425358,16.7738174088963,NA,NA
"NFK","rcp45","SSP2","high","2020_2039",2039,1.60487362359058,-3.02991123599288,-4.23548774657557,NA,NA
"NFK","rcp45","SSP2","high","2040_2059",2059,1.97392221482732,-2.95517834264822,-4.85196133272501,NA,NA
"NFK","rcp45","SSP2","high","2060_2079",2079,2.18692455075282,-2.67378772448123,0.180223216667707,NA,NA
"NFK","rcp45","SSP2","high","2080_2094",2094,2.29908506581955,-2.40997940262563,3.31924525077999,NA,NA
"NFK","rcp45","SSP2","high","2095_2100",2100,2.32376842714839,-2.25242373797568,3.28659121408299,NA,NA
"NGA","rcp45","SSP2","high","2020_2039",2039,1.60487362359058,6.63808464725081,3.74781093835638,NA,NA
"NGA","rcp45","SSP2","high","2040_2059",2059,1.97392221482732,7.39911349971863,3.81402394580356,NA,NA
"NGA","rcp45","SSP2","high","2060_2079",2079,2.18692455075282,6.52287752114632,2.7381938358672,NA,NA
"NGA","rcp45","SSP2","high","2080_2094",2094,2.29908506581955,5.56210623536564,1.60037691062196,NA,NA
"NGA","rcp45","SSP2","high","2095_2100",2100,2.32376842714839,4.99797924495432,0.478041415588646,NA,NA
"NIC","rcp45","SSP2","high","2020_2039",2039,1.60487362359058,-20.0869362052264,-3.58439388015025,NA,NA
"NIC","rcp45","SSP2","high","2040_2059",2059,1.97392221482732,-15.1989232465954,-7.1623582272136,NA,NA
"NIC","rcp45","SSP2","high","2060_2079",2079,2.18692455075282,-11.3727832850623,-11.0902035050599,NA,NA
"NIC","rcp45","SSP2","high","2080_2094",2094,2.29908506581955,-9.0971362752175,-11.4147698685349,NA,NA
"NIC","rcp45","SSP2","high","2095_2100",2100,2.32376842714839,-8.09782200951404,-12.1534132959604,NA,NA
"NIU","rcp45","SSP2","high","2020_2039",2039,1.60487362359058,-21.9355079326317,-5.1130207594206,NA,NA
"NIU","rcp45","SSP2","high","2040_2059",2059,1.97392221482732,-21.3944676160548,-9.24743943608707,NA,NA
"NIU","rcp45","SSP2","high","2060_2079",2079,2.18692455075282,-19.3572971850596,-12.0872917499741,NA,NA
"NIU","rcp45","SSP2","high","2080_2094",2094,2.29908506581955,-17.4474162112122,-14.3124668763005,NA,NA
"NIU","rcp45","SSP2","high","2095_2100",2100,2.32376842714839,-16.3067677302206,-14.7545710397794,NA,NA
"NLD","rcp45","SSP2","high","2020_2039",2039,1.60487362359058,-9.87487547133706,-7.53919907035328,NA,NA
"NLD","rcp45","SSP2","high","2040_2059",2059,1.97392221482732,-7.21337979348914,-8.92683948044615,NA,NA
"NLD","rcp45","SSP2","high","2060_2079",2079,2.18692455075282,-5.09309263711227,-4.64677531065609,NA,NA
"NLD","rcp45","SSP2","high","2080_2094",2094,2.29908506581955,-3.8562170329748,0.193401387333585,NA,NA
"NLD","rcp45","SSP2","high","2095_2100",2100,2.32376842714839,-3.48624502190353,3.09443363338503,NA,NA
"NOR","rcp45","SSP2","high","2020_2039",2039,1.60487362359058,-103.251820635956,-29.0507989776319,NA,NA
"NOR","rcp45","SSP2","high","2040_2059",2059,1.97392221482732,-116.282820430238,-51.8579787667017,NA,NA
"NOR","rcp45","SSP2","high","2060_2079",2079,2.18692455075282,-115.38005376184,-72.2720872687731,NA,NA
"NOR","rcp45","SSP2","high","2080_2094",2094,2.29908506581955,-109.391120441732,-89.6047014890027,NA,NA
"NOR","rcp45","SSP2","high","2095_2100",2100,2.32376842714839,-104.641070877894,-89.6687083963791,NA,NA
"NPL","rcp45","SSP2","high","2020_2039",2039,1.60487362359058,-3.2506128924329,-2.00755249013383,NA,NA
"NPL","rcp45","SSP2","high","2040_2059",2059,1.97392221482732,-0.421502211122606,-4.74717065707554,NA,NA
"NPL","rcp45","SSP2","high","2060_2079",2079,2.18692455075282,0.711680801504797,-5.91350585437232,NA,NA
"NPL","rcp45","SSP2","high","2080_2094",2094,2.29908506581955,0.984665330142316,-3.06044922362697,NA,NA
"NPL","rcp45","SSP2","high","2095_2100",2100,2.32376842714839,0.939270128420186,2.14675507535955,NA,NA
"NRU","rcp45","SSP2","high","2020_2039",2039,1.60487362359058,-17.2477447498846,-1.7662744656312,NA,NA
"NRU","rcp45","SSP2","high","2040_2059",2059,1.97392221482732,-15.8931766983691,-2.47278496955773,NA,NA
"NRU","rcp45","SSP2","high","2060_2079",2079,2.18692455075282,-13.8946255122918,-7.47574577684424,NA,NA
"NRU","rcp45","SSP2","high","2080_2094",2094,2.29908506581955,-12.2934285043182,-6.47964906631121,NA,NA
"NRU","rcp45","SSP2","high","2095_2100",2100,2.32376842714839,-11.4423620560903,-11.6997892639983,NA,NA
"NZL","rcp45","SSP2","high","2020_2039",2039,1.60487362359058,9.6918915436908,-1.76604005384112,NA,NA
"NZL","rcp45","SSP2","high","2040_2059",2059,1.97392221482732,10.9799164179905,-0.201240828492857,NA,NA
"NZL","rcp45","SSP2","high","2060_2079",2079,2.18692455075282,10.6915616042572,4.55963651782866,NA,NA
"NZL","rcp45","SSP2","high","2080_2094",2094,2.29908506581955,9.98345395682987,7.88294935902076,NA,NA
"NZL","rcp45","SSP2","high","2095_2100",2100,2.32376842714839,9.41783309914379,9.53957446613038,NA,NA
"OMN","rcp45","SSP2","high","2020_2039",2039,1.60487362359058,-12.1549559751374,-0.730905043050188,NA,NA
"OMN","rcp45","SSP2","high","2040_2059",2059,1.97392221482732,-13.1213523702354,-3.91076079060607,NA,NA
"OMN","rcp45","SSP2","high","2060_2079",2079,2.18692455075282,-12.6410604935559,-9.16662397044342,NA,NA
"OMN","rcp45","SSP2","high","2080_2094",2094,2.29908506581955,-11.8040099243396,-14.2046985569749,NA,NA
"OMN","rcp45","SSP2","high","2095_2100",2100,2.32376842714839,-11.2393651288686,-16.3097721715646,NA,NA
"PAK","rcp45","SSP2","high","2020_2039",2039,1.60487362359058,43.3452470976247,19.7805758295234,NA,NA
"PAK","rcp45","SSP2","high","2040_2059",2059,1.97392221482732,44.0915308219563,30.5714110834185,NA,NA
"PAK","rcp45","SSP2","high","2060_2079",2079,2.18692455075282,38.2004128985716,34.3286806730855,NA,NA
"PAK","rcp45","SSP2","high","2080_2094",2094,2.29908506581955,32.6822750041815,28.3007559048043,NA,NA
"PAK","rcp45","SSP2","high","2095_2100",2100,2.32376842714839,29.5304393366508,27.6266206531944,81.4,97.6
"PAN","rcp45","SSP2","high","2020_2039",2039,1.60487362359058,-32.8577072500056,-4.714683025722,NA,NA
"PAN","rcp45","SSP2","high","2040_2059",2059,1.97392221482732,-32.8194330310138,-12.033967853039,NA,NA
"PAN","rcp45","SSP2","high","2060_2079",2079,2.18692455075282,-31.1693245470892,-22.3478192317601,NA,NA
"PAN","rcp45","SSP2","high","2080_2094",2094,2.29908506581955,-29.3387036744058,-29.3415456408554,NA,NA
"PAN","rcp45","SSP2","high","2095_2100",2100,2.32376842714839,-28.0278847319217,-33.0548318898686,NA,NA
"PCN","rcp45","SSP2","high","2020_2039",2039,1.60487362359058,-5.50756025798972,-2.25819580570722,NA,NA
"PCN","rcp45","SSP2","high","2040_2059",2059,1.97392221482732,-5.37171597168377,-3.59650601027808,NA,NA
"PCN","rcp45","SSP2","high","2060_2079",2079,2.18692455075282,-4.86022390017812,-0.291529133929975,NA,NA
"PCN","rcp45","SSP2","high","2080_2094",2094,2.29908506581955,-4.38069158566841,1.12586729566308,NA,NA
"PCN","rcp45","SSP2","high","2095_2100",2100,2.32376842714839,-4.0942979407455,1.0069331276705,NA,NA
"PER","rcp45","SSP2","high","2020_2039",2039,1.60487362359058,-17.5052789719708,-5.71067858984733,NA,NA
"PER","rcp45","SSP2","high","2040_2059",2059,1.97392221482732,-16.8390932416157,-8.2063975391919,NA,NA
"PER","rcp45","SSP2","high","2060_2079",2079,2.18692455075282,-15.3703783862589,-9.29134562449223,NA,NA
"PER","rcp45","SSP2","high","2080_2094",2094,2.29908506581955,-14.0287632687009,-8.20809735225837,NA,NA
"PER","rcp45","SSP2","high","2095_2100",2100,2.32376842714839,-13.1952100679716,-7.64869579632511,NA,NA
"PHL","rcp45","SSP2","high","2020_2039",2039,1.60487362359058,-8.49243574702022,-1.09300183924057,NA,NA
"PHL","rcp45","SSP2","high","2040_2059",2059,1.97392221482732,-6.83707169495589,-3.27277541456953,NA,NA
"PHL","rcp45","SSP2","high","2060_2079",2079,2.18692455075282,-5.26313858567752,-5.7854912736945,NA,NA
"PHL","rcp45","SSP2","high","2080_2094",2094,2.29908506581955,-4.25808646458087,-7.96889174503472,NA,NA
"PHL","rcp45","SSP2","high","2095_2100",2100,2.32376842714839,-3.82423346851576,-7.71710923728693,NA,NA
"PLW","rcp45","SSP2","high","2020_2039",2039,1.60487362359058,-10.1607994032085,-0.321844684626902,NA,NA
"PLW","rcp45","SSP2","high","2040_2059",2059,1.97392221482732,-8.71798052596607,-1.5013213335597,NA,NA
"PLW","rcp45","SSP2","high","2060_2079",2079,2.18692455075282,-7.26528050941634,-3.7585116578904,NA,NA
"PLW","rcp45","SSP2","high","2080_2094",2094,2.29908506581955,-6.2529687513492,-5.2232305647388,NA,NA
"PLW","rcp45","SSP2","high","2095_2100",2100,2.32376842714839,-5.78339574151808,-5.07772628710034,NA,NA
"PNG","rcp45","SSP2","high","2020_2039",2039,1.60487362359058,-8.6903711131303,-2.49491663361954,NA,NA
"PNG","rcp45","SSP2","high","2040_2059",2059,1.97392221482732,-7.2784512849501,-4.60458306177167,NA,NA
"PNG","rcp45","SSP2","high","2060_2079",2079,2.18692455075282,-5.68284762837373,-5.13072809783851,NA,NA
"PNG","rcp45","SSP2","high","2080_2094",2094,2.29908506581955,-4.61663330921955,-4.03277746172323,NA,NA
"PNG","rcp45","SSP2","high","2095_2100",2100,2.32376842714839,-4.11382033348305,-3.20658136597118,NA,NA
"POL","rcp45","SSP2","high","2020_2039",2039,1.60487362359058,-35.936472669969,-10.4113560702234,NA,NA
"POL","rcp45","SSP2","high","2040_2059",2059,1.97392221482732,-33.1477070169963,-18.8302573907571,NA,NA
"POL","rcp45","SSP2","high","2060_2079",2079,2.18692455075282,-29.8361569650626,-22.4533443646786,NA,NA
"POL","rcp45","SSP2","high","2080_2094",2094,2.29908506581955,-26.9563508098438,-18.5332475404844,NA,NA
"POL","rcp45","SSP2","high","2095_2100",2100,2.32376842714839,-25.5263463117686,-15.0027938842974,NA,NA
"PRI","rcp45","SSP2","high","2020_2039",2039,1.60487362359058,-52.0400841039681,-5.1303383157145,NA,NA
"PRI","rcp45","SSP2","high","2040_2059",2059,1.97392221482732,-54.5301110279025,-14.6089741390679,NA,NA
"PRI","rcp45","SSP2","high","2060_2079",2079,2.18692455075282,-53.1063153215425,-27.4488203357824,NA,NA
"PRI","rcp45","SSP2","high","2080_2094",2094,2.29908506581955,-50.5310255273342,-34.8953175405707,NA,NA
"PRI","rcp45","SSP2","high","2095_2100",2100,2.32376842714839,-48.2916231852992,-32.5899835272925,NA,NA
"PRK","rcp45","SSP2","high","2020_2039",2039,1.60487362359058,-31.1828121778131,-5.30317569106352,NA,NA
"PRK","rcp45","SSP2","high","2040_2059",2059,1.97392221482732,-27.9551098358732,-11.9504992004743,NA,NA
"PRK","rcp45","SSP2","high","2060_2079",2079,2.18692455075282,-24.0093480610929,-22.3895408512857,NA,NA
"PRK","rcp45","SSP2","high","2080_2094",2094,2.29908506581955,-21.0311198132808,-28.8536789606986,NA,NA
"PRK","rcp45","SSP2","high","2095_2100",2100,2.32376842714839,-19.5308471124883,-27.8666533890946,NA,NA
"PRT","rcp45","SSP2","high","2020_2039",2039,1.60487362359058,13.8646948830942,-2.30826561610057,NA,NA
"PRT","rcp45","SSP2","high","2040_2059",2059,1.97392221482732,14.9401613921588,0.888544887087525,NA,NA
"PRT","rcp45","SSP2","high","2060_2079",2079,2.18692455075282,14.245949864929,5.57774637741084,NA,NA
"PRT","rcp45","SSP2","high","2080_2094",2094,2.29908506581955,13.2075225765217,7.64360442358007,NA,NA
"PRT","rcp45","SSP2","high","2095_2100",2100,2.32376842714839,12.4805739230424,8.25374348769281,NA,NA
"PRY","rcp45","SSP2","high","2020_2039",2039,1.60487362359058,-9.60830076436188,-4.05043635695849,NA,NA
"PRY","rcp45","SSP2","high","2040_2059",2059,1.97392221482732,-7.50715280197002,-6.19700387010952,NA,NA
"PRY","rcp45","SSP2","high","2060_2079",2079,2.18692455075282,-5.82323448285877,-6.46269097683959,NA,NA
"PRY","rcp45","SSP2","high","2080_2094",2094,2.29908506581955,-4.78847987529724,-6.2425233925105,NA,NA
"PRY","rcp45","SSP2","high","2095_2100",2100,2.32376842714839,-4.3347797347601,-5.84204264992668,NA,NA
"PSE","rcp45","SSP2","high","2020_2039",2039,1.60487362359058,7.21762920377364,-1.63701328195843,NA,NA
"PSE","rcp45","SSP2","high","2040_2059",2059,1.97392221482732,6.53742791249267,-0.676075276588073,NA,NA
"PSE","rcp45","SSP2","high","2060_2079",2079,2.18692455075282,5.61653995725464,4.43617486208638,NA,NA
"PSE","rcp45","SSP2","high","2080_2094",2094,2.29908506581955,4.9085092501206,7.96669361240568,NA,NA
"PSE","rcp45","SSP2","high","2095_2100",2100,2.32376842714839,4.49877179019629,8.10735270944084,NA,NA
"PYF","rcp45","SSP2","high","2020_2039",2039,1.60487362359058,-24.9400190891057,-3.70137467440005,NA,NA
"PYF","rcp45","SSP2","high","2040_2059",2059,1.97392221482732,-27.3365950463768,-7.40839523158837,NA,NA
"PYF","rcp45","SSP2","high","2060_2079",2079,2.18692455075282,-25.9984412352875,-11.5707293346315,NA,NA
"PYF","rcp45","SSP2","high","2080_2094",2094,2.29908506581955,-23.8751946957079,-12.025330860592,NA,NA
"PYF","rcp45","SSP2","high","2095_2100",2100,2.32376842714839,-22.4146995365127,-14.1015711691688,NA,NA
"QAT","rcp45","SSP2","high","2020_2039",2039,1.60487362359058,5.18676710418353,2.11520333437819,NA,NA
"QAT","rcp45","SSP2","high","2040_2059",2059,1.97392221482732,6.25089270820104,5.4982367188711,NA,NA
"QAT","rcp45","SSP2","high","2060_2079",2079,2.18692455075282,6.48885039572412,7.48359028160921,NA,NA
"QAT","rcp45","SSP2","high","2080_2094",2094,2.29908506581955,6.41781988077303,8.26692872759654,NA,NA
"QAT","rcp45","SSP2","high","2095_2100",2100,2.32376842714839,6.33844729412083,8.98448382978832,NA,NA
"REU","rcp45","SSP2","high","2020_2039",2039,1.60487362359058,-10.32916245162,-5.44636160920495,NA,NA
"REU","rcp45","SSP2","high","2040_2059",2059,1.97392221482732,-10.0743932540938,-6.30880994043342,NA,NA
"REU","rcp45","SSP2","high","2060_2079",2079,2.18692455075282,-9.11511440030255,-3.14643105294882,NA,NA
"REU","rcp45","SSP2","high","2080_2094",2094,2.29908506581955,-8.21577489383239,-1.48336860861731,NA,NA
"REU","rcp45","SSP2","high","2095_2100",2100,2.32376842714839,-7.67865762056273,-1.64003475115425,NA,NA
"ROU","rcp45","SSP2","high","2020_2039",2039,1.60487362359058,-17.8146119374766,-6.477381630801,NA,NA
"ROU","rcp45","SSP2","high","2040_2059",2059,1.97392221482732,-13.4364462589007,-12.8897783511602,NA,NA
"ROU","rcp45","SSP2","high","2060_2079",2079,2.18692455075282,-10.119562865855,-13.8160235744667,NA,NA
"ROU","rcp45","SSP2","high","2080_2094",2094,2.29908506581955,-8.1193527104604,-6.86277970565456,NA,NA
"ROU","rcp45","SSP2","high","2095_2100",2100,2.32376842714839,-7.41925157769491,-2.92037640986091,NA,NA
"RUS","rcp45","SSP2","high","2020_2039",2039,1.60487362359058,-40.8465127714364,-11.4433130065479,NA,NA
"RUS","rcp45","SSP2","high","2040_2059",2059,1.97392221482732,-39.5816345137982,-20.6740859356464,NA,NA
"RUS","rcp45","SSP2","high","2060_2079",2079,2.18692455075282,-37.4265969128533,-26.1329920591359,NA,NA
"RUS","rcp45","SSP2","high","2080_2094",2094,2.29908506581955,-35.1767092592928,-30.47873453274,NA,NA
"RUS","rcp45","SSP2","high","2095_2100",2100,2.32376842714839,-33.7166990334352,-31.7225346062493,NA,NA
"RWA","rcp45","SSP2","high","2020_2039",2039,1.60487362359058,-30.0749431136831,-10.9834438211619,NA,NA
"RWA","rcp45","SSP2","high","2040_2059",2059,1.97392221482732,-25.430562210599,-15.7303278488705,NA,NA
"RWA","rcp45","SSP2","high","2060_2079",2079,2.18692455075282,-19.7669999166666,-15.9554772111015,NA,NA
"RWA","rcp45","SSP2","high","2080_2094",2094,2.29908506581955,-15.8493413908971,-10.6628915655769,NA,NA
"RWA","rcp45","SSP2","high","2095_2100",2100,2.32376842714839,-13.9459807275741,-4.63491735537144,NA,NA
"SAU","rcp45","SSP2","high","2020_2039",2039,1.60487362359058,8.80782766639727,2.79545361994746,NA,NA
"SAU","rcp45","SSP2","high","2040_2059",2059,1.97392221482732,10.6219123411267,4.8796368856196,NA,NA
"SAU","rcp45","SSP2","high","2060_2079",2079,2.18692455075282,11.2744697390899,5.82409475171749,NA,NA
"SAU","rcp45","SSP2","high","2080_2094",2094,2.29908506581955,11.0043121355997,3.97538579311795,NA,NA
"SAU","rcp45","SSP2","high","2095_2100",2100,2.32376842714839,10.5137916125893,3.33090018524693,NA,NA
"SDN","rcp45","SSP2","high","2020_2039",2039,1.60487362359058,54.5437000451332,19.1459662492746,NA,NA
"SDN","rcp45","SSP2","high","2040_2059",2059,1.97392221482732,51.6148533657664,28.4586537988416,NA,NA
"SDN","rcp45","SSP2","high","2060_2079",2079,2.18692455075282,42.6402383141934,25.4779874514951,NA,NA
"SDN","rcp45","SSP2","high","2080_2094",2094,2.29908506581955,35.0209980533365,17.2552240504276,NA,NA
"SDN","rcp45","SSP2","high","2095_2100",2100,2.32376842714839,31.033135562908,12.9953586614258,NA,NA
"SEN","rcp45","SSP2","high","2020_2039",2039,1.60487362359058,9.36877572679603,4.74538259531165,NA,NA
"SEN","rcp45","SSP2","high","2040_2059",2059,1.97392221482732,10.0265744133051,5.61098028359946,NA,NA
"SEN","rcp45","SSP2","high","2060_2079",2079,2.18692455075282,8.57641546659844,3.87085250704021,NA,NA
"SEN","rcp45","SSP2","high","2080_2094",2094,2.29908506581955,7.18598885655715,2.14282722120895,NA,NA
"SEN","rcp45","SSP2","high","2095_2100",2100,2.32376842714839,6.38435143579397,1.06274903627917,NA,NA
"SGP","rcp45","SSP2","high","2020_2039",2039,1.60487362359058,-62.1351679165218,-9.44519927573888,NA,NA
"SGP","rcp45","SSP2","high","2040_2059",2059,1.97392221482732,-67.2838401114703,-22.4559681108421,NA,NA
"SGP","rcp45","SSP2","high","2060_2079",2079,2.18692455075282,-69.2829430805505,-34.9576656171174,NA,NA
"SGP","rcp45","SSP2","high","2080_2094",2094,2.29908506581955,-69.1509204529145,-40.8799305570149,NA,NA
"SGP","rcp45","SSP2","high","2095_2100",2100,2.32376842714839,-68.4465959953353,-42.2006982160418,NA,NA
"SHN","rcp45","SSP2","high","2020_2039",2039,1.60487362359058,0.420771706646818,-3.3982407370812,NA,NA
"SHN","rcp45","SSP2","high","2040_2059",2059,1.97392221482732,0.600129417765725,-2.90602215439932,NA,NA
"SHN","rcp45","SSP2","high","2060_2079",2079,2.18692455075282,0.642067208321079,3.27262578324478,NA,NA
"SHN","rcp45","SSP2","high","2080_2094",2094,2.29908506581955,0.625743646592817,6.88628772565562,NA,NA
"SHN","rcp45","SSP2","high","2095_2100",2100,2.32376842714839,0.594507266899302,7.09687542962769,NA,NA
"SJM","rcp45","SSP2","high","2020_2039",2039,1.60487362359058,-119.739950202054,-9.7564222422114,NA,NA
"SJM","rcp45","SSP2","high","2040_2059",2059,1.97392221482732,-116.786559888148,-29.5600258023861,NA,NA
"SJM","rcp45","SSP2","high","2060_2079",2079,2.18692455075282,-105.666201452313,-59.4013005997059,NA,NA
"SJM","rcp45","SSP2","high","2080_2094",2094,2.29908506581955,-95.2406838619672,-92.55652285837,NA,NA
"SJM","rcp45","SSP2","high","2095_2100",2100,2.32376842714839,-89.01419371874,-109.750776811267,NA,NA
"SLB","rcp45","SSP2","high","2020_2039",2039,1.60487362359058,-11.6923102729058,-1.61307116937706,NA,NA
"SLB","rcp45","SSP2","high","2040_2059",2059,1.97392221482732,-10.1122610970441,-3.86883837099417,NA,NA
"SLB","rcp45","SSP2","high","2060_2079",2079,2.18692455075282,-8.09502609516332,-6.57992222587703,NA,NA
"SLB","rcp45","SSP2","high","2080_2094",2094,2.29908506581955,-6.62681537932533,-9.15401863057692,NA,NA
"SLB","rcp45","SSP2","high","2095_2100",2100,2.32376842714839,-5.89928789806166,-9.66678313385924,NA,NA
"SLE","rcp45","SSP2","high","2020_2039",2039,1.60487362359058,0.448768505592313,2.16188863969448,NA,NA
"SLE","rcp45","SSP2","high","2040_2059",2059,1.97392221482732,1.99290176746889,1.99186719415366,NA,NA
"SLE","rcp45","SSP2","high","2060_2079",2079,2.18692455075282,2.1634826977453,-0.306010083870197,NA,NA
"SLE","rcp45","SSP2","high","2080_2094",2094,2.29908506581955,1.95025875236812,-1.77211865525967,NA,NA
"SLE","rcp45","SSP2","high","2095_2100",2100,2.32376842714839,1.74167853276204,-2.48301646897204,NA,NA
"SLV","rcp45","SSP2","high","2020_2039",2039,1.60487362359058,-36.7171328342502,-6.13063563930366,NA,NA
"SLV","rcp45","SSP2","high","2040_2059",2059,1.97392221482732,-34.7035291965902,-13.0566560414506,NA,NA
"SLV","rcp45","SSP2","high","2060_2079",2079,2.18692455075282,-30.0010250880997,-21.7261586661939,NA,NA
"SLV","rcp45","SSP2","high","2080_2094",2094,2.29908506581955,-25.916444897374,-25.3271862566805,NA,NA
"SLV","rcp45","SSP2","high","2095_2100",2100,2.32376842714839,-23.7014068027219,-27.7154083685814,NA,NA
"SMR","rcp45","SSP2","high","2020_2039",2039,1.60487362359058,-15.500577763445,-6.88702634791686,NA,NA
"SMR","rcp45","SSP2","high","2040_2059",2059,1.97392221482732,-11.959445012283,-9.39503434193611,NA,NA
"SMR","rcp45","SSP2","high","2060_2079",2079,2.18692455075282,-9.17111463018125,-10.6685016814814,NA,NA
"SMR","rcp45","SSP2","high","2080_2094",2094,2.29908506581955,-7.48334378075882,-5.55494412377507,NA,NA
"SMR","rcp45","SSP2","high","2095_2100",2100,2.32376842714839,-6.83307853009603,2.18487328862895,NA,NA
"SMX","rcp45","SSP2","high","2020_2039",2039,1.60487362359058,-18.2796854781258,-2.09040136750081,NA,NA
"SMX","rcp45","SSP2","high","2040_2059",2059,1.97392221482732,-17.2511583846641,-4.24327012820402,NA,NA
"SMX","rcp45","SSP2","high","2060_2079",2079,2.18692455075282,-15.3068537816504,-8.24957222492867,NA,NA
"SMX","rcp45","SSP2","high","2080_2094",2094,2.29908506581955,-13.6534368581421,-11.64553960872,NA,NA
"SMX","rcp45","SSP2","high","2095_2100",2100,2.32376842714839,-12.7313767521372,-10.8076528169907,NA,NA
"SOM","rcp45","SSP2","high","2020_2039",2039,1.60487362359058,54.5981884728989,27.4894440845944,NA,NA
"SOM","rcp45","SSP2","high","2040_2059",2059,1.97392221482732,42.5419843551888,41.0436276176664,NA,NA
"SOM","rcp45","SSP2","high","2060_2079",2079,2.18692455075282,28.2926553080013,44.9052539596482,NA,NA
"SOM","rcp45","SSP2","high","2080_2094",2094,2.29908506581955,20.1093552344164,40.7907752064474,NA,NA
"SOM","rcp45","SSP2","high","2095_2100",2100,2.32376842714839,16.7107764613153,32.6773411994504,NA,NA
