"iso","rcp","ssp","model","period","year_center","TT","flextotal","rawtotal","f2mort","f2total"
"LIE","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-66.9600638211215,-12.8011016900897,NA,NA
"LIE","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-67.9294386799255,-28.0376604652932,NA,NA
"LIE","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-64.2282182986978,-45.5374387844564,NA,NA
"LIE","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-59.8711407985596,-57.5991298831913,NA,NA
"LIE","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-56.8673010123598,-62.4083418565883,NA,NA
"LKA","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-14.3022711028311,0.268722518593438,NA,NA
"LKA","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-13.2407622970049,-1.31733034497646,NA,NA
"LKA","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-10.7045680716616,-5.53486498039019,NA,NA
"LKA","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-9.06332192460001,-8.41232855818966,NA,NA
"LKA","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-8.35519809482523,-9.72699594682481,NA,NA
"LSO","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-23.0362944616192,-12.2970619459184,NA,NA
"LSO","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-20.2987953341181,-17.6866377018697,NA,NA
"LSO","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-16.0953396933708,-23.3841730175981,NA,NA
"LSO","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-12.8360673062278,-18.6049371128261,NA,NA
"LSO","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-11.2300057546203,-13.480585376904,NA,NA
"LTU","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-51.0723467968807,-12.2155850812558,NA,NA
"LTU","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-54.2117564683195,-25.4363245887989,NA,NA
"LTU","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-53.0099221242266,-34.4375583854582,NA,NA
"LTU","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-49.4142580527669,-36.727931582201,NA,NA
"LTU","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-46.838284680922,-37.436676206978,NA,NA
"LUX","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-23.5957171402176,-5.2569545929942,NA,NA
"LUX","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-21.5940950437027,-9.04529940349332,NA,NA
"LUX","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-19.5008434557197,-11.2363242145867,NA,NA
"LUX","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-18.0089341485899,-12.7659550812513,NA,NA
"LUX","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-17.3218783219317,-10.182442907528,NA,NA
"LVA","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-62.681385744701,-15.2056275816997,NA,NA
"LVA","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-65.3295309781684,-31.3007280553961,NA,NA
"LVA","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-63.8129609410492,-43.2807584178261,NA,NA
"LVA","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-59.7540926433961,-46.7559462008428,NA,NA
"LVA","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-56.8526718020358,-48.0066849724669,NA,NA
"MAC","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-7.62145104689304,-1.40472282494203,NA,NA
"MAC","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-8.87559749514197,-3.01546548323412,NA,NA
"MAC","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-9.44834278936091,-3.90167686828498,NA,NA
"MAC","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-9.65668303832581,-5.1022068975482,NA,NA
"MAC","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-9.59762999187554,-5.7107164185773,NA,NA
"MAF","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-18.9142842576605,-1.33406780480806,NA,NA
"MAF","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-18.8357662426441,-5.02995265287646,NA,NA
"MAF","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-17.6127680525918,-8.86905123306704,NA,NA
"MAF","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-16.3201607905129,-12.6539871502881,NA,NA
"MAF","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-15.480794829235,-12.986206760764,NA,NA
"MAR","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,3.30080443688527,-6.14040859601209,NA,NA
"MAR","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,4.43740369398248,-9.09427249611118,NA,NA
"MAR","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,4.4426539022903,-5.74739744430691,NA,NA
"MAR","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,4.15694581922361,3.9032108529147,NA,NA
"MAR","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,3.96416838982073,9.86682265558408,NA,NA
"MCO","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,7.30445317997836,-3.63598494773444,NA,NA
"MCO","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,8.99201405464547,-2.78880765376292,NA,NA
"MCO","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,9.3851890147217,3.32094435296024,NA,NA
"MCO","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,9.18760265295457,13.0823161189547,NA,NA
"MCO","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,8.81892574059279,20.1680079874183,NA,NA
"MDA","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-21.2931723090792,-3.14369834964451,NA,NA
"MDA","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-16.5373076252948,-6.11753345907337,NA,NA
"MDA","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-14.644211601767,-10.6585567550758,NA,NA
"MDA","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-12.9826425148591,-5.96684871566704,NA,NA
"MDA","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-12.1993854370813,-0.676930495082203,NA,NA
"MDG","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-28.2522000409622,-8.54981341610358,NA,NA
"MDG","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-27.4462170531399,-15.6585704468287,NA,NA
"MDG","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-24.3901248083389,-24.6347225747723,NA,NA
"MDG","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-20.775531888461,-31.9394829282074,NA,NA
"MDG","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-18.51485883589,-33.3779822027526,NA,NA
"MDV","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-38.42308859082,-1.23328568056738,NA,NA
"MDV","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-39.9902889215282,-6.92310620715332,NA,NA
"MDV","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-36.7123079337319,-15.5868880649953,NA,NA
"MDV","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-32.8127409594752,-19.1205250527297,NA,NA
"MDV","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-31.0767423049019,-20.5030146710378,NA,NA
"MEX","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-9.47763055338894,-3.75755051462858,NA,NA
"MEX","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-9.60256840232982,-4.12898708564831,NA,NA
"MEX","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-9.22721386653312,-2.78246956529972,NA,NA
"MEX","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-8.6918419576202,-2.32886420097728,NA,NA
"MEX","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-8.27422390967295,-2.79439698158247,NA,NA
"MHL","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-22.028880083822,-0.72829878918944,NA,NA
"MHL","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-22.4491680911189,-4.54940157825366,NA,NA
"MHL","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-21.2825958847331,-12.7093057141725,NA,NA
"MHL","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-19.8669795660908,-17.5154978473178,NA,NA
"MHL","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-18.8761323779048,-22.7495711004276,NA,NA
"MKD","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-14.6222957589356,-3.11506794431022,NA,NA
"MKD","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-9.94165584300759,-5.20676370631199,NA,NA
"MKD","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-7.07447745959136,-4.44493853991864,NA,NA
"MKD","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-5.38738938653288,4.60499186684966,NA,NA
"MKD","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-4.87028261419874,11.4295405447962,NA,NA
"MLI","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,46.8727089971288,19.1771589183871,NA,NA
"MLI","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,47.666492208274,27.2749050647753,NA,NA
"MLI","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,44.1236670102467,33.8928213075563,NA,NA
"MLI","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,39.378903902323,35.2400141058873,NA,NA
"MLI","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,35.8496488932486,28.8380349121648,NA,NA
"MLT","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,3.76145392519035,1.77457277759194,NA,NA
"MLT","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,3.81820501959132,3.4019795433259,NA,NA
"MLT","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,3.81074641522872,3.9245184144915,NA,NA
"MLT","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,3.7005129271642,4.15131537046272,NA,NA
"MLT","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,3.58532599408017,4.15483278797937,NA,NA
"MMR","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,4.05950891459852,4.0617667304374,NA,NA
"MMR","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,7.52234339194968,5.01693265939446,NA,NA
"MMR","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,8.61956662416198,3.08135073567148,NA,NA
"MMR","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,8.47742837088957,0.993012974647729,NA,NA
"MMR","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,7.97138001926019,-0.869328495553281,NA,NA
"MNE","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-20.4700926734583,-5.29381385042162,NA,NA
"MNE","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-16.8991182815211,-8.79432940798677,NA,NA
"MNE","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-13.8628390076654,-10.2656602788749,NA,NA
"MNE","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-11.8644485343711,-6.12718639357227,NA,NA
"MNE","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-11.065493244115,-0.353924869855736,NA,NA
"MNG","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-76.8648034770743,-10.8798641295029,NA,NA
"MNG","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-78.707267424254,-29.256970959689,NA,NA
"MNG","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-74.1027549406916,-48.2962777627725,NA,NA
"MNG","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-68.8629693077214,-61.5585331906499,NA,NA
"MNG","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-65.481479179803,-67.3614579498166,NA,NA
"MNP","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-17.8592798497372,-0.629742622794491,NA,NA
"MNP","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-17.3026336408334,-5.24667323890169,NA,NA
"MNP","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-15.9047614685026,-10.0896931161646,NA,NA
"MNP","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-14.5995415491635,-14.2640213071423,NA,NA
"MNP","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-13.8194996232743,-15.2643878185295,NA,NA
"MOZ","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-7.82436140550575,0.290342422330668,NA,NA
"MOZ","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-5.81463856357791,-0.260673996550507,NA,NA
"MOZ","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-4.13209485042354,-2.94962169968827,NA,NA
"MOZ","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-3.06925236630418,-6.25599034126346,NA,NA
"MOZ","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-2.63642212105725,-7.87958682850059,NA,NA
"MRT","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,43.7316302080574,18.8905870939911,NA,NA
"MRT","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,46.0493464417048,31.7169932035941,NA,NA
"MRT","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,41.4411817483712,39.1552901473377,NA,NA
"MRT","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,36.2962076212358,35.725150101209,NA,NA
"MRT","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,33.326545734584,27.2762351847698,NA,NA
"MSR","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-22.3735688604786,-2.33834566308459,NA,NA
"MSR","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-22.5344360633529,-7.21661654168,NA,NA
"MSR","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-21.2155989835018,-12.232843198237,NA,NA
"MSR","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-19.7311325374514,-16.5740091280116,NA,NA
"MSR","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-18.7316756180283,-16.9871512615684,NA,NA
"MTQ","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-28.898660919175,-3.81918153043559,NA,NA
"MTQ","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-29.0091664455538,-10.5629258751963,NA,NA
"MTQ","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-27.2566907428144,-15.6841009618573,NA,NA
"MTQ","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-25.3222113858298,-20.1636897189059,NA,NA
"MTQ","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-24.0337922719213,-20.4573797034958,NA,NA
"MUS","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-31.2655661601625,-4.88355883011399,NA,NA
"MUS","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-33.6111756681007,-10.4070556966102,NA,NA
"MUS","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-30.3419573886003,-15.0351426978824,NA,NA
"MUS","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-26.6942640237253,-14.4181280982106,NA,NA
"MUS","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-24.1508152341499,-13.1670499384097,NA,NA
"MWI","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-13.6305434631604,-3.5611381834653,NA,NA
"MWI","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-11.0520579991525,-5.57062149262997,NA,NA
"MWI","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-8.58162199603236,-8.30901723818898,NA,NA
"MWI","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-6.85429557209263,-10.6378618811522,NA,NA
"MWI","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-6.02418491946106,-11.4607528196575,NA,NA
"MYS","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-32.2944601618853,-4.02502095970533,NA,NA
"MYS","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-32.3711109852593,-9.66141608878452,NA,NA
"MYS","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-31.6814992557554,-16.2760769797061,NA,NA
"MYS","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-30.4031885216073,-21.7703032863543,NA,NA
"MYS","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-29.0154669896741,-24.1294979133312,NA,NA
"MYT","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-18.5547035355074,-1.73060334891642,NA,NA
"MYT","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-19.0960219385942,-5.24888197137411,NA,NA
"MYT","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-18.2077998051343,-10.7094424003894,NA,NA
"MYT","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-17.0483267592794,-16.822542072327,NA,NA
"MYT","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-16.2088913601906,-19.4564170876815,NA,NA
"NAM","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-9.97912581847062,-4.64649929028453,NA,NA
"NAM","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-9.24230864654588,-6.6286539685614,NA,NA
"NAM","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-8.28492461813332,-8.03264310442406,NA,NA
"NAM","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-7.60181759373345,-7.26620330211903,NA,NA
"NAM","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-7.23305545963102,-6.32636057552747,NA,NA
"NCL","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-16.8091796748193,-2.35822374786837,NA,NA
"NCL","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-18.018613485323,-4.29228123201442,NA,NA
"NCL","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-17.9837210700858,-6.74795686743963,NA,NA
"NCL","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-17.3823173667518,-8.68760597180925,NA,NA
"NCL","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-16.7503065928636,-8.93317296975551,NA,NA
"NER","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,79.1066354705129,36.3217679513906,NA,NA
"NER","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,78.2358608804651,49.6901558789629,NA,NA
"NER","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,68.5921653831168,61.9523964584366,NA,NA
"NER","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,58.1163771561512,66.6255350923879,NA,NA
"NER","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,51.7378649012508,59.9205854897904,NA,NA
"NFK","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-3.1317303547309,-3.7768204534952,NA,NA
"NFK","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-3.2230960356891,-5.44182812490654,NA,NA
"NFK","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-3.07317869321912,-2.91422011176782,NA,NA
"NFK","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-2.87747857578246,3.76994040220321,NA,NA
"NFK","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-2.73579565969819,7.94280651511969,NA,NA
"NGA","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,6.50001070981272,3.48060476200082,NA,NA
"NGA","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,7.72544325096943,3.698318813775,NA,NA
"NGA","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,7.67547242197234,3.02078045121025,NA,NA
"NGA","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,7.50019260166413,2.216650693232,NA,NA
"NGA","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,7.25172185300943,0.670921735568023,NA,NA
"NIC","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-22.107684155866,-2.45251244597935,NA,NA
"NIC","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-19.1264164266912,-6.02102170092555,NA,NA
"NIC","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-15.4805441272546,-11.5979245859414,NA,NA
"NIC","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-12.6124501138034,-13.8153993012755,NA,NA
"NIC","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-11.4438718360821,-14.4505291588106,NA,NA
"NIU","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-22.6726427728912,-4.850346322347,NA,NA
"NIU","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-23.3340987424901,-9.51460097284966,NA,NA
"NIU","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-22.2487488861338,-13.9767060637711,NA,NA
"NIU","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-20.8319479327601,-16.413719347265,NA,NA
"NIU","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-19.8062122465328,-16.6683850007291,NA,NA
"NLD","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-9.42468099435949,-5.11596609546643,NA,NA
"NLD","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-6.82433829099728,-3.21884066896439,NA,NA
"NLD","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-4.89557692304728,1.81149583795281,NA,NA
"NLD","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-3.75778481091488,6.49771319640321,NA,NA
"NLD","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-3.42483284764241,10.3926452366549,NA,NA
"NOR","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-95.5752906594653,-28.9955442639901,NA,NA
"NOR","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-101.900950641124,-52.1942353252722,NA,NA
"NOR","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-102.33431689155,-70.6802921618102,NA,NA
"NOR","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-99.5894459502566,-84.2800517785811,NA,NA
"NOR","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-96.6845381728544,-86.0206542988076,NA,NA
"NPL","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-3.46315602462355,-1.34660067155755,NA,NA
"NPL","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-0.499292401791875,-3.19680655999244,NA,NA
"NPL","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,0.90162153918799,-3.41423370360786,NA,NA
"NPL","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,1.34398407615371,-4.05808471658042,NA,NA
"NPL","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,1.34415161633222,-2.88760573309382,NA,NA
"NRU","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-17.827349511809,-1.2475392205718,NA,NA
"NRU","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-17.3340592743616,-3.14713877438589,NA,NA
"NRU","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-15.9701038912986,-7.57078043264773,NA,NA
"NRU","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-14.678166096334,-8.01387347728936,NA,NA
"NRU","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-13.8979026390085,-11.388008546196,NA,NA
"NZL","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,9.34081769102475,-0.0645096610584142,NA,NA
"NZL","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,10.7460278291463,3.97003122369419,NA,NA
"NZL","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,11.1258823825725,8.40400409312381,NA,NA
"NZL","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,10.9713879834176,11.9206350456709,NA,NA
"NZL","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,10.6517124318743,13.6178904012792,NA,NA
"OMN","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-13.3338295993103,0.0736978685247585,NA,NA
"OMN","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-15.6157314548683,-1.48258929005169,NA,NA
"OMN","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-15.3117064426973,-5.97398005490127,NA,NA
"OMN","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-14.3082551210436,-11.0668041380106,NA,NA
"OMN","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-13.608318887921,-13.6875649600453,NA,NA
"PAK","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,46.9694477078613,21.5273428809561,NA,NA
"PAK","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,51.0753323873418,37.9860576499244,NA,NA
"PAK","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,45.7135222102297,48.2210683630122,NA,NA
"PAK","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,40.3237617438011,42.5064818540828,NA,NA
"PAK","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,37.221732396708,39.4375616157583,81.4,97.6
"PAN","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-36.5685384571346,-4.03461919752916,NA,NA
"PAN","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-39.6448214294422,-10.6873149174987,NA,NA
"PAN","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-38.745100357812,-18.8669252808204,NA,NA
"PAN","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-37.296249927444,-24.8411108442193,NA,NA
"PAN","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-35.7107980475036,-27.873310132281,NA,NA
"PCN","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-5.69263984752703,-1.72956204710769,NA,NA
"PCN","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-5.85871800532994,-3.59294579772975,NA,NA
"PCN","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-5.58620880384508,-1.84848335538373,NA,NA
"PCN","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-5.23047881528341,1.56749239903842,NA,NA
"PCN","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-4.97293760881258,3.77014065681286,NA,NA
"PER","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-18.9744776278015,-6.2521045440111,NA,NA
"PER","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-19.8045569716357,-12.2041069037134,NA,NA
"PER","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-19.3054396752423,-15.9968383226306,NA,NA
"PER","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-18.7208624055004,-16.4924328984406,NA,NA
"PER","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-18.1578516125797,-16.1373087799043,NA,NA
"PHL","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-8.65424662299439,-0.675234902221351,NA,NA
"PHL","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-7.10509404338258,-2.94670922335473,NA,NA
"PHL","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-5.88871524319823,-5.83634604774743,NA,NA
"PHL","rcp45","SSP2","low","2080_2094",2094,2.29908506581955,-5.16704022308047,-8.41111166689232,NA,NA
"PHL","rcp45","SSP2","low","2095_2100",2100,2.32376842714839,-4.85928923895408,-9.21701610559226,NA,NA
"PLW","rcp45","SSP2","low","2020_2039",2039,1.60487362359058,-10.5022495426846,-0.44831749932165,NA,NA
"PLW","rcp45","SSP2","low","2040_2059",2059,1.97392221482732,-9.50835639345852,-2.57996852052318,NA,NA
"PLW","rcp45","SSP2","low","2060_2079",2079,2.18692455075282,-8.3505153490155,-5.06600038079542,NA,NA
